X Y Z U V W
6.828736 6.424243 3.410000 0.707576 0.641557 0.296210
6.266656 6.973974 3.410000 0.649101 0.663683 0.371743
5.296124 7.751139 3.410000 0.581154 0.759176 0.293108
5.182555 7.838077 3.410000 0.508425 0.818634 0.267099
5.112092 7.881839 3.410000 0.508425 0.818634 0.267099
3.953084 8.503720 3.410000 0.364801 0.879088 0.306798
3.487355 8.696987 3.410000 0.364801 0.879088 0.306798
2.618367 9.003463 3.410000 0.228893 0.923386 0.308167
2.107496 9.130100 3.410000 0.228893 0.923386 0.308167
1.166698 9.293009 3.410000 0.159793 0.922797 0.350587
0.461024 9.353684 3.410000 0.081408 0.946807 0.311335
-0.461024 9.353684 3.410000 -0.081408 0.946807 0.311335
-1.166698 9.293009 3.410000 -0.081408 0.946807 0.311335
-2.107496 9.130100 3.410000 -0.228893 0.923386 0.308167
-2.618367 9.003463 3.410000 -0.228893 0.923386 0.308167
-3.487355 8.696987 3.410000 -0.364801 0.879088 0.306798
-3.953084 8.503720 3.410000 -0.445068 0.829480 0.337457
-5.112092 7.881839 3.410000 -0.445068 0.829480 0.337457
-5.182555 7.838077 3.410000 -0.581154 0.759176 0.293108
-5.296124 7.751139 3.410000 -0.585563 0.731257 0.349826
-6.266656 6.973974 3.410000 -0.585563 0.731257 0.349826
-6.828736 6.424243 3.410000 -0.649101 0.663683 0.371743
-7.188765 6.027166 3.410000 -0.759999 0.569358 0.313422
-7.570587 5.517496 3.410000 -0.759999 0.569358 0.313422
-7.977477 4.930352 3.410000 -0.802678 0.457622 0.382479
-8.259210 4.436187 3.410000 -0.852184 0.427026 0.302377
-8.556673 3.842562 3.410000 -0.885789 0.343197 0.312401
-8.772825 3.284676 3.410000 -0.879088 0.306798 0.364801
-9.001908 2.628270 3.410000 -0.879088 0.306798 0.364801
-9.218670 1.717040 3.410000 -0.903180 0.214847 0.371628
-9.295549 1.317972 3.410000 -0.952950 0.084545 0.291097
-9.319360 1.049581 3.410000 -0.939566 0.050000 0.338698
-9.375216 0.000000 3.410000 -0.939566 0.050000 0.338698
-9.319360 -1.049581 3.410000 -0.952950 -0.084545 0.291097
-9.295549 -1.317972 3.410000 -0.952950 -0.084545 0.291097
-9.218670 -1.717040 3.410000 -0.940327 -0.181151 0.288045
-9.001908 -2.628270 3.410000 -0.903180 -0.214847 0.371628
-8.772825 -3.284676 3.410000 -0.885789 -0.343197 0.312401
-8.556673 -3.842562 3.410000 -0.885789 -0.343197 0.312401
-8.259210 -4.436187 3.410000 -0.852184 -0.427026 0.302377
-7.977477 -4.930352 3.410000 -0.802678 -0.457622 0.382479
-7.570587 -5.517496 3.410000 -0.759999 -0.569358 0.313422
-7.188765 -6.027166 3.410000 -0.759999 -0.569358 0.313422
-6.828736 -6.424243 3.410000 -0.707576 -0.641557 0.296210
-6.266656 -6.973974 3.410000 -0.649101 -0.663683 0.371743
-5.296124 -7.751139 3.410000 -0.585563 -0.731257 0.349826
-5.182555 -7.838077 3.410000 -0.581154 -0.759176 0.293108
-5.112092 -7.881839 3.410000 -0.445068 -0.829480 0.337457
-3.953084 -8.503720 3.410000 -0.364801 -0.879088 0.306798
-3.487355 -8.696987 3.410000 -0.364801 -0.879088 0.306798
-2.618367 -9.003463 3.410000 -0.228893 -0.923386 0.308167
-2.107496 -9.130100 3.410000 -0.228893 -0.923386 0.308167
-1.166698 -9.293009 3.410000 -0.081408 -0.946807 0.311335
-0.461024 -9.353684 3.410000 -0.081408 -0.946807 0.311335
-0.584631 -9.277291 3.610000 -0.081408 -0.946807 0.311335
0.584631 -9.277291 3.610000 0.081408 -0.946807 0.311335
1.049489 -9.237321 3.610000 0.081408 -0.946807 0.311335
2.231103 -9.032712 3.610000 0.228893 -0.923386 0.308167
2.515861 -8.962125 3.610000 0.228893 -0.923386 0.308167
3.610804 -8.575959 3.610000 0.364801 -0.879088 0.306798
3.857951 -8.473399 3.610000 0.445068 -0.829480 0.337457
4.602055 -8.074140 3.610000 0.445068 -0.829480 0.337457
5.085776 -7.803535 3.610000 0.522219 -0.742100 0.420208
5.295605 -7.655877 3.610000 0.585563 -0.731257 0.349826
6.174441 -6.952138 3.610000 0.585563 -0.731257 0.349826
6.986360 -6.158058 3.610000 0.707576 -0.641557 0.296210
7.112209 -6.019259 3.610000 0.707576 -0.641557 0.296210
7.245676 -5.841102 3.610000 0.759999 -0.569358 0.313422
7.907007 -4.886799 3.610000 0.759514 -0.526342 0.382234
8.364916 -4.083617 3.610000 0.852184 -0.427026 0.302377
8.487599 -3.838787 3.610000 0.885789 -0.343197 0.312401
8.576747 -3.608697 3.610000 0.885789 -0.343197 0.312401
8.921118 -2.621950 3.610000 0.903180 -0.214847 0.371628
9.220470 -1.363523 3.610000 0.903180 -0.214847 0.371628
9.230009 -1.316454 3.610000 0.889788 -0.180319 0.419240
9.237359 -1.235705 3.610000 0.939566 -0.050000 0.338698
9.303119 0.000000 3.610000 0.939566 0.050000 0.338698
9.237359 1.235705 3.610000 0.939566 0.050000 0.338698
9.230009 1.316454 3.610000 0.889788 0.180319 0.419240
9.220470 1.363523 3.610000 0.903180 0.214847 0.371628
8.921118 2.621950 3.610000 0.879088 0.306798 0.364801
8.576747 3.608697 3.610000 0.885789 0.343197 0.312401
8.487599 3.838787 3.610000 0.885789 0.343197 0.312401
8.364916 4.083617 3.610000 0.852184 0.427026 0.302377
7.907007 4.886799 3.610000 0.802678 0.457622 0.382479
7.245676 5.841102 3.610000 0.759999 0.569358 0.313422
7.112209 6.019259 3.610000 0.759999 0.569358 0.313422
6.986360 6.158058 3.610000 0.707576 0.641557 0.296210
6.174441 6.952138 3.610000 0.649101 0.663683 0.371743
5.295605 7.655877 3.610000 0.585563 0.731257 0.349826
5.085776 7.803535 3.610000 0.522219 0.742100 0.420208
4.602055 8.074140 3.610000 0.445068 0.829480 0.337457
3.857951 8.473399 3.610000 0.364801 0.879088 0.306798
3.610804 8.575959 3.610000 0.364801 0.879088 0.306798
2.515861 8.962125 3.610000 0.228893 0.923386 0.308167
2.231103 9.032712 3.610000 0.228893 0.923386 0.308167
1.049489 9.237321 3.610000 0.159793 0.922797 0.350587
0.584631 9.277291 3.610000 0.081408 0.946807 0.311335
-0.584631 9.277291 3.610000 -0.081408 0.946807 0.311335
-1.049489 9.237321 3.610000 -0.081408 0.946807 0.311335
-2.231103 9.032712 3.610000 -0.228893 0.923386 0.308167
-2.515861 8.962125 3.610000 -0.228893 0.923386 0.308167
-3.610804 8.575959 3.610000 -0.364801 0.879088 0.306798
-3.857951 8.473399 3.610000 -0.445068 0.829480 0.337457
-4.602055 8.074140 3.610000 -0.445068 0.829480 0.337457
-5.085776 7.803535 3.610000 -0.522219 0.742100 0.420208
-5.295605 7.655877 3.610000 -0.585563 0.731257 0.349826
-6.174441 6.952138 3.610000 -0.585563 0.731257 0.349826
-6.986360 6.158058 3.610000 -0.707576 0.641557 0.296210
-7.112209 6.019259 3.610000 -0.759999 0.569358 0.313422
-7.245676 5.841102 3.610000 -0.759999 0.569358 0.313422
-7.907007 4.886799 3.610000 -0.802678 0.457622 0.382479
-8.364916 4.083617 3.610000 -0.852184 0.427026 0.302377
-8.487599 3.838787 3.610000 -0.885789 0.343197 0.312401
-8.576747 3.608697 3.610000 -0.885789 0.343197 0.312401
-8.921118 2.621950 3.610000 -0.879088 0.306798 0.364801
-9.220470 1.363523 3.610000 -0.889788 0.180319 0.419240
-9.230009 1.316454 3.610000 -0.901705 0.082070 0.424492
-9.237359 1.235705 3.610000 -0.939566 0.050000 0.338698
-9.303119 0.000000 3.610000 -0.939566 0.050000 0.338698
-9.237359 -1.235705 3.610000 -0.939566 -0.050000 0.338698
-9.230009 -1.316454 3.610000 -0.901705 -0.082070 0.424492
-9.220470 -1.363523 3.610000 -0.903180 -0.214847 0.371628
-8.921118 -2.621950 3.610000 -0.903180 -0.214847 0.371628
-8.576747 -3.608697 3.610000 -0.885789 -0.343197 0.312401
-8.487599 -3.838787 3.610000 -0.885789 -0.343197 0.312401
-8.364916 -4.083617 3.610000 -0.852184 -0.427026 0.302377
-7.907007 -4.886799 3.610000 -0.802678 -0.457622 0.382479
-7.245676 -5.841102 3.610000 -0.759999 -0.569358 0.313422
-7.112209 -6.019259 3.610000 -0.759999 -0.569358 0.313422
-6.986360 -6.158058 3.610000 -0.707576 -0.641557 0.296210
-6.174441 -6.952138 3.610000 -0.649101 -0.663683 0.371743
-5.295605 -7.655877 3.610000 -0.522219 -0.742100 0.420208
-5.085776 -7.803535 3.610000 -0.448483 -0.801686 0.395175
-4.602055 -8.074140 3.610000 -0.448483 -0.801686 0.395175
-3.857951 -8.473399 3.610000 -0.364801 -0.879088 0.306798
-3.610804 -8.575959 3.610000 -0.364801 -0.879088 0.306798
-2.515861 -8.962125 3.610000 -0.228893 -0.923386 0.308167
-2.231103 -9.032712 3.610000 -0.228893 -0.923386 0.308167
-1.049489 -9.237321 3.610000 -0.081408 -0.946807 0.311335
-0.584631 -9.277291 3.610000 -0.081408 -0.946807 0.311335
-0.708238 -9.200897 3.810000 -0.081408 -0.946807 0.311335
0.708238 -9.200897 3.810000 0.081408 -0.946807 0.311335
0.932281 -9.181634 3.810000 0.081408 -0.946807 0.311335
2.354709 -8.935325 3.810000 0.228893 -0.923386 0.308167
2.413356 -8.920787 3.810000 0.228893 -0.923386 0.308167
3.734253 -8.454931 3.810000 0.364801 -0.879088 0.306798
3.762818 -8.443077 3.810000 0.445068 -0.829480 0.337457
3.848823 -8.396930 3.810000 0.445068 -0.829480 0.337457
4.984152 -7.761800 3.810000 0.522219 -0.742100 0.420208
5.476637 -7.415236 3.810000 0.522219 -0.742100 0.420208
6.082226 -6.930303 3.810000 0.649101 -0.663683 0.371743
6.865018 -6.164709 3.810000 0.649101 -0.663683 0.371743
7.031527 -5.990678 3.810000 0.708443 -0.546564 0.446517
7.128248 -5.865310 3.810000 0.708443 -0.546564 0.446517
7.836537 -4.843246 3.810000 0.759514 -0.526342 0.382234
8.374197 -3.900179 3.810000 0.802678 -0.457622 0.382479
8.413567 -3.820308 3.810000 0.829480 -0.337457 0.445068
8.458115 -3.710809 3.810000 0.879088 -0.306798 0.364801
8.840328 -2.615631 3.810000 0.903180 -0.214847 0.371628
9.057541 -1.702505 3.810000 0.889788 -0.180319 0.419240
9.135922 -1.315733 3.810000 0.889788 -0.180319 0.419240
9.196313 -0.652211 3.810000 0.939566 -0.050000 0.338698
9.231022 0.000000 3.810000 0.939566 0.050000 0.338698
9.196313 0.652211 3.810000 0.901705 0.082070 0.424492
9.135922 1.315733 3.810000 0.889788 0.180319 0.419240
9.057541 1.702505 3.810000 0.889788 0.180319 0.419240
8.840328 2.615631 3.810000 0.879088 0.306798 0.364801
8.458115 3.710809 3.810000 0.879088 0.306798 0.364801
8.413567 3.820308 3.810000 0.829480 0.337457 0.445068
8.374197 3.900179 3.810000 0.802678 0.457622 0.382479
7.836537 4.843246 3.810000 0.802678 0.457622 0.382479
7.128248 5.865310 3.810000 0.708443 0.546564 0.446517
7.031527 5.990678 3.810000 0.708443 0.546564 0.446517
6.865018 6.164709 3.810000 0.648687 0.620644 0.440461
6.082226 6.930303 3.810000 0.649101 0.663683 0.371743
5.476637 7.415236 3.810000 0.585563 0.731257 0.349826
4.984152 7.761800 3.810000 0.522219 0.742100 0.420208
3.848823 8.396930 3.810000 0.445068 0.829480 0.337457
3.762818 8.443077 3.810000 0.364801 0.879088 0.306798
3.734253 8.454931 3.810000 0.364801 0.879088 0.306798
2.413356 8.920787 3.810000 0.228893 0.923386 0.308167
2.354709 8.935325 3.810000 0.228893 0.923386 0.308167
0.932281 9.181634 3.810000 0.159793 0.922797 0.350587
0.708238 9.200897 3.810000 0.081408 0.946807 0.311335
-0.708238 9.200897 3.810000 -0.081408 0.946807 0.311335
-0.932281 9.181634 3.810000 -0.081408 0.946807 0.311335
-2.354709 8.935325 3.810000 -0.228893 0.923386 0.308167
-2.413356 8.920787 3.810000 -0.228893 0.923386 0.308167
-3.734253 8.454931 3.810000 -0.364801 0.879088 0.306798
-3.762818 8.443077 3.810000 -0.445068 0.829480 0.337457
-3.848823 8.396930 3.810000 -0.445068 0.829480 0.337457
-4.984152 7.761800 3.810000 -0.522219 0.742100 0.420208
-5.476637 7.415236 3.810000 -0.522219 0.742100 0.420208
-6.082226 6.930303 3.810000 -0.585563 0.731257 0.349826
-6.865018 6.164709 3.810000 -0.649101 0.663683 0.371743
-7.031527 5.990678 3.810000 -0.648687 0.620644 0.440461
-7.128248 5.865310 3.810000 -0.759514 0.526342 0.382234
-7.836537 4.843246 3.810000 -0.802678 0.457622 0.382479
-8.374197 3.900179 3.810000 -0.802678 0.457622 0.382479
-8.413567 3.820308 3.810000 -0.829480 0.337457 0.445068
-8.458115 3.710809 3.810000 -0.879088 0.306798 0.364801
-8.840328 2.615631 3.810000 -0.879088 0.306798 0.364801
-9.057541 1.702505 3.810000 -0.889788 0.180319 0.419240
-9.135922 1.315733 3.810000 -0.901705 0.082070 0.424492
-9.196313 0.652211 3.810000 -0.939566 0.050000 0.338698
-9.231022 0.000000 3.810000 -0.939566 0.050000 0.338698
-9.196313 -0.652211 3.810000 -0.939566 -0.050000 0.338698
-9.135922 -1.315733 3.810000 -0.901705 -0.082070 0.424492
-9.057541 -1.702505 3.810000 -0.889788 -0.180319 0.419240
-8.840328 -2.615631 3.810000 -0.903180 -0.214847 0.371628
-8.458115 -3.710809 3.810000 -0.829480 -0.337457 0.445068
-8.413567 -3.820308 3.810000 -0.801686 -0.395175 0.448483
-8.374197 -3.900179 3.810000 -0.802678 -0.457622 0.382479
-7.836537 -4.843246 3.810000 -0.802678 -0.457622 0.382479
-7.128248 -5.865310 3.810000 -0.759514 -0.526342 0.382234
-7.031527 -5.990678 3.810000 -0.708443 -0.546564 0.446517
-6.865018 -6.164709 3.810000 -0.649101 -0.663683 0.371743
-6.082226 -6.930303 3.810000 -0.649101 -0.663683 0.371743
-5.476637 -7.415236 3.810000 -0.585563 -0.731257 0.349826
-4.984152 -7.761800 3.810000 -0.448483 -0.801686 0.395175
-3.848823 -8.396930 3.810000 -0.448483 -0.801686 0.395175
-3.762818 -8.443077 3.810000 -0.364801 -0.879088 0.306798
-3.734253 -8.454931 3.810000 -0.364801 -0.879088 0.306798
-2.413356 -8.920787 3.810000 -0.228893 -0.923386 0.308167
-2.354709 -8.935325 3.810000 -0.228893 -0.923386 0.308167
-0.932281 -9.181634 3.810000 -0.081408 -0.946807 0.311335
-0.708238 -9.200897 3.810000 -0.081408 -0.946807 0.311335
-0.814144 -9.122941 4.010000 -0.078367 -0.872474 0.482336
0.814144 -9.122941 4.010000 0.078367 -0.872474 0.482336
0.831864 -9.121349 4.010000 0.161879 -0.884358 0.437842
2.295222 -8.853486 4.010000 0.233171 -0.851640 0.469405
2.478316 -8.803357 4.010000 0.302377 -0.852184 0.427026
3.651760 -8.386988 4.010000 0.382479 -0.802678 0.457622
3.912228 -8.262874 4.010000 0.448483 -0.801686 0.395175
4.882529 -7.720064 4.010000 0.522219 -0.742100 0.420208
5.657669 -7.174594 4.010000 0.522219 -0.742100 0.420208
5.990011 -6.908467 4.010000 0.649101 -0.663683 0.371743
6.419601 -6.488316 4.010000 0.649101 -0.663683 0.371743
6.946050 -5.938079 4.010000 0.708443 -0.546564 0.446517
7.251855 -5.541703 4.010000 0.759514 -0.526342 0.382234
7.766067 -4.799693 4.010000 0.759514 -0.526342 0.382234
8.156403 -4.115035 4.010000 0.802678 -0.457622 0.382479
8.327859 -3.767204 4.010000 0.829480 -0.337457 0.445068
8.521861 -3.290344 4.010000 0.879088 -0.306798 0.364801
8.759538 -2.609311 4.010000 0.879088 -0.306798 0.364801
8.894611 -2.041487 4.010000 0.903180 -0.214847 0.371628
9.041834 -1.315012 4.010000 0.889788 -0.180319 0.419240
9.155268 -0.068717 4.010000 0.939566 -0.050000 0.338698
9.158925 0.000000 4.010000 0.939566 -0.050000 0.338698
9.155268 0.068717 4.010000 0.939566 0.050000 0.338698
9.041834 1.315012 4.010000 0.889788 0.180319 0.419240
8.894611 2.041487 4.010000 0.903180 0.214847 0.371628
8.759538 2.609311 4.010000 0.903180 0.214847 0.371628
8.521861 3.290344 4.010000 0.879088 0.306798 0.364801
8.327859 3.767204 4.010000 0.829480 0.337457 0.445068
8.156403 4.115035 4.010000 0.802678 0.457622 0.382479
7.766067 4.799693 4.010000 0.802678 0.457622 0.382479
7.251855 5.541703 4.010000 0.759514 0.526342 0.382234
6.946050 5.938079 4.010000 0.708443 0.546564 0.446517
6.419601 6.488316 4.010000 0.649101 0.663683 0.371743
5.990011 6.908467 4.010000 0.585563 0.731257 0.349826
5.657669 7.174594 4.010000 0.585563 0.731257 0.349826
4.882529 7.720064 4.010000 0.522219 0.742100 0.420208
3.912228 8.262874 4.010000 0.448483 0.801686 0.395175
3.651760 8.386988 4.010000 0.302377 0.852184 0.427026
2.478316 8.803357 4.010000 0.302377 0.852184 0.427026
2.295222 8.853486 4.010000 0.161879 0.884358 0.437842
0.831864 9.121349 4.010000 0.161879 0.884358 0.437842
0.814144 9.122941 4.010000 0.000000 0.896494 0.443056
-0.814144 9.122941 4.010000 0.000000 0.896494 0.443056
-0.831864 9.121349 4.010000 -0.161879 0.884358 0.437842
-2.295222 8.853486 4.010000 -0.233171 0.851640 0.469405
-2.478316 8.803357 4.010000 -0.302377 0.852184 0.427026
-3.651760 8.386988 4.010000 -0.382479 0.802678 0.457622
-3.912228 8.262874 4.010000 -0.382479 0.802678 0.457622
-4.882529 7.720064 4.010000 -0.522219 0.742100 0.420208
-5.657669 7.174594 4.010000 -0.585563 0.731257 0.349826
-5.990011 6.908467 4.010000 -0.649101 0.663683 0.371743
-6.419601 6.488316 4.010000 -0.649101 0.663683 0.371743
-6.946050 5.938079 4.010000 -0.648687 0.620644 0.440461
-7.251855 5.541703 4.010000 -0.759514 0.526342 0.382234
-7.766067 4.799693 4.010000 -0.802678 0.457622 0.382479
-8.156403 4.115035 4.010000 -0.802678 0.457622 0.382479
-8.327859 3.767204 4.010000 -0.829480 0.337457 0.445068
-8.521861 3.290344 4.010000 -0.879088 0.306798 0.364801
-8.759538 2.609311 4.010000 -0.903180 0.214847 0.371628
-8.894611 2.041487 4.010000 -0.903180 0.214847 0.371628
-9.041834 1.315012 4.010000 -0.901705 0.082070 0.424492
-9.155268 0.068717 4.010000 -0.939566 0.050000 0.338698
-9.158925 0.000000 4.010000 -0.939566 -0.050000 0.338698
-9.155268 -0.068717 4.010000 -0.939566 -0.050000 0.338698
-9.041834 -1.315012 4.010000 -0.901705 -0.082070 0.424492
-8.894611 -2.041487 4.010000 -0.903180 -0.214847 0.371628
-8.759538 -2.609311 4.010000 -0.879088 -0.306798 0.364801
-8.521861 -3.290344 4.010000 -0.879088 -0.306798 0.364801
-8.327859 -3.767204 4.010000 -0.801686 -0.395175 0.448483
-8.156403 -4.115035 4.010000 -0.802678 -0.457622 0.382479
-7.766067 -4.799693 4.010000 -0.802678 -0.457622 0.382479
-7.251855 -5.541703 4.010000 -0.759514 -0.526342 0.382234
-6.946050 -5.938079 4.010000 -0.708443 -0.546564 0.446517
-6.419601 -6.488316 4.010000 -0.649101 -0.663683 0.371743
-5.990011 -6.908467 4.010000 -0.649101 -0.663683 0.371743
-5.657669 -7.174594 4.010000 -0.585563 -0.731257 0.349826
-4.882529 -7.720064 4.010000 -0.448483 -0.801686 0.395175
-3.912228 -8.262874 4.010000 -0.382479 -0.802678 0.457622
-3.651760 -8.386988 4.010000 -0.382479 -0.802678 0.457622
-2.478316 -8.803357 4.010000 -0.302377 -0.852184 0.427026
-2.295222 -8.853486 4.010000 -0.233171 -0.851640 0.469405
-0.831864 -9.121349 4.010000 -0.161879 -0.884358 0.437842
-0.814144 -9.122941 4.010000 -0.078367 -0.872474 0.482336
-0.683600 -9.024099 4.210000 -0.078367 -0.872474 0.482336
0.683600 -9.024099 4.210000 0.078367 -0.872474 0.482336
0.955741 -8.999655 4.210000 0.161879 -0.884358 0.437842
2.171616 -8.777093 4.210000 0.233171 -0.851640 0.469405
2.601923 -8.659279 4.210000 0.233171 -0.851640 0.469405
3.538307 -8.327025 4.210000 0.382479 -0.802678 0.457622
4.098400 -8.060139 4.210000 0.448483 -0.801686 0.395175
4.780905 -7.678329 4.210000 0.522219 -0.742100 0.420208
5.838701 -6.933953 4.210000 0.522219 -0.742100 0.420208
5.897796 -6.886632 4.210000 0.649101 -0.663683 0.371743
5.974183 -6.811923 4.210000 0.648687 -0.620644 0.440461
6.860574 -5.885481 4.210000 0.708443 -0.546564 0.446517
7.375462 -5.218096 4.210000 0.708443 -0.546564 0.446517
7.695597 -4.756140 4.210000 0.802678 -0.457622 0.382479
7.938610 -4.329890 4.210000 0.802678 -0.457622 0.382479
8.242151 -3.714099 4.210000 0.829480 -0.337457 0.445068
8.585606 -2.869879 4.210000 0.879088 -0.306798 0.364801
8.678748 -2.602992 4.210000 0.879088 -0.306798 0.364801
8.731682 -2.380469 4.210000 0.903180 -0.214847 0.371628
8.947746 -1.314291 4.210000 0.889788 -0.180319 0.419240
9.041384 -0.285496 4.210000 0.901705 -0.082070 0.424492
9.057591 0.000000 4.210000 0.883850 0.050171 0.465071
9.041384 0.285496 4.210000 0.883850 0.050171 0.465071
8.947746 1.314291 4.210000 0.889788 0.180319 0.419240
8.731682 2.380469 4.210000 0.903180 0.214847 0.371628
8.678748 2.602992 4.210000 0.903180 0.214847 0.371628
8.585606 2.869879 4.210000 0.879088 0.306798 0.364801
8.242151 3.714099 4.210000 0.829480 0.337457 0.445068
7.938610 4.329890 4.210000 0.801686 0.395175 0.448483
7.695597 4.756140 4.210000 0.759514 0.526342 0.382234
7.375462 5.218096 4.210000 0.759514 0.526342 0.382234
6.860574 5.885481 4.210000 0.708443 0.546564 0.446517
5.974183 6.811923 4.210000 0.649101 0.663683 0.371743
5.897796 6.886632 4.210000 0.585563 0.731257 0.349826
5.838701 6.933953 4.210000 0.585563 0.731257 0.349826
4.780905 7.678329 4.210000 0.522219 0.742100 0.420208
4.098400 8.060139 4.210000 0.448483 0.801686 0.395175
3.538307 8.327025 4.210000 0.302377 0.852184 0.427026
2.601923 8.659279 4.210000 0.233171 0.851640 0.469405
2.171616 8.777093 4.210000 0.161879 0.884358 0.437842
0.955741 8.999655 4.210000 0.161879 0.884358 0.437842
0.683600 9.024099 4.210000 0.000000 0.896494 0.443056
-0.683600 9.024099 4.210000 0.000000 0.896494 0.443056
-0.955741 8.999655 4.210000 -0.161879 0.884358 0.437842
-2.171616 8.777093 4.210000 -0.233171 0.851640 0.469405
-2.601923 8.659279 4.210000 -0.233171 0.851640 0.469405
-3.538307 8.327025 4.210000 -0.382479 0.802678 0.457622
-4.098400 8.060139 4.210000 -0.382479 0.802678 0.457622
-4.780905 7.678329 4.210000 -0.522219 0.742100 0.420208
-5.838701 6.933953 4.210000 -0.585563 0.731257 0.349826
-5.897796 6.886632 4.210000 -0.649101 0.663683 0.371743
-5.974183 6.811923 4.210000 -0.649101 0.663683 0.371743
-6.860574 5.885481 4.210000 -0.648687 0.620644 0.440461
-7.375462 5.218096 4.210000 -0.759514 0.526342 0.382234
-7.695597 4.756140 4.210000 -0.759514 0.526342 0.382234
-7.938610 4.329890 4.210000 -0.801686 0.395175 0.448483
-8.242151 3.714099 4.210000 -0.829480 0.337457 0.445068
-8.585606 2.869879 4.210000 -0.879088 0.306798 0.364801
-8.678748 2.602992 4.210000 -0.903180 0.214847 0.371628
-8.731682 2.380469 4.210000 -0.903180 0.214847 0.371628
-8.947746 1.314291 4.210000 -0.901705 0.082070 0.424492
-9.041384 0.285496 4.210000 -0.901705 0.082070 0.424492
-9.057591 0.000000 4.210000 -0.883850 0.050171 0.465071
-9.041384 -0.285496 4.210000 -0.883850 -0.050171 0.465071
-8.947746 -1.314291 4.210000 -0.901705 -0.082070 0.424492
-8.731682 -2.380469 4.210000 -0.903180 -0.214847 0.371628
-8.678748 -2.602992 4.210000 -0.879088 -0.306798 0.364801
-8.585606 -2.869879 4.210000 -0.879088 -0.306798 0.364801
-8.242151 -3.714099 4.210000 -0.801686 -0.395175 0.448483
-7.938610 -4.329890 4.210000 -0.801686 -0.395175 0.448483
-7.695597 -4.756140 4.210000 -0.759514 -0.526342 0.382234
-7.375462 -5.218096 4.210000 -0.759514 -0.526342 0.382234
-6.860574 -5.885481 4.210000 -0.708443 -0.546564 0.446517
-5.974183 -6.811923 4.210000 -0.649101 -0.663683 0.371743
-5.897796 -6.886632 4.210000 -0.585563 -0.731257 0.349826
-5.838701 -6.933953 4.210000 -0.585563 -0.731257 0.349826
-4.780905 -7.678329 4.210000 -0.448483 -0.801686 0.395175
-4.098400 -8.060139 4.210000 -0.382479 -0.802678 0.457622
-3.538307 -8.327025 4.210000 -0.382479 -0.802678 0.457622
-2.601923 -8.659279 4.210000 -0.233171 -0.851640 0.469405
-2.171616 -8.777093 4.210000 -0.233171 -0.851640 0.469405
-0.955741 -8.999655 4.210000 -0.161879 -0.884358 0.437842
-0.683600 -9.024099 4.210000 -0.078367 -0.872474 0.482336
-0.553056 -8.925257 4.410000 -0.078367 -0.872474 0.482336
0.553056 -8.925257 4.410000 0.078367 -0.872474 0.482336
1.079619 -8.877960 4.410000 0.161879 -0.884358 0.437842
2.048009 -8.700700 4.410000 0.233171 -0.851640 0.469405
2.725530 -8.515201 4.410000 0.233171 -0.851640 0.469405
3.424855 -8.267061 4.410000 0.382479 -0.802678 0.457622
4.284572 -7.857404 4.410000 0.448483 -0.801686 0.395175
4.679281 -7.636594 4.410000 0.448483 -0.801686 0.395175
5.391318 -7.135530 4.410000 0.521887 -0.699011 0.488895
5.793900 -6.834959 4.410000 0.585159 -0.635472 0.503751
5.982515 -6.661278 4.410000 0.648687 -0.620644 0.440461
6.775097 -5.832883 4.410000 0.708443 -0.546564 0.446517
7.499069 -4.894489 4.410000 0.759514 -0.526342 0.382234
7.625126 -4.712587 4.410000 0.802678 -0.457622 0.382479
7.720817 -4.544745 4.410000 0.802678 -0.457622 0.382479
8.156443 -3.660995 4.410000 0.829480 -0.337457 0.445068
8.558179 -2.673517 4.410000 0.829480 -0.337457 0.445068
8.590435 -2.574655 4.410000 0.818634 -0.267099 0.508425
8.629865 -2.417886 4.410000 0.889788 -0.180319 0.419240
8.853659 -1.313570 4.410000 0.889788 -0.180319 0.419240
8.917778 -0.609103 4.410000 0.901705 -0.082070 0.424492
8.952353 0.000000 4.410000 0.883850 0.050171 0.465071
8.917778 0.609103 4.410000 0.901705 0.082070 0.424492
8.853659 1.313570 4.410000 0.901705 0.082070 0.424492
8.629865 2.417886 4.410000 0.889788 0.180319 0.419240
8.590435 2.574655 4.410000 0.839788 0.211221 0.500142
8.558179 2.673517 4.410000 0.829480 0.337457 0.445068
8.156443 3.660995 4.410000 0.829480 0.337457 0.445068
7.720817 4.544745 4.410000 0.802678 0.457622 0.382479
7.625126 4.712587 4.410000 0.802678 0.457622 0.382479
7.499069 4.894489 4.410000 0.759514 0.526342 0.382234
6.775097 5.832883 4.410000 0.708443 0.546564 0.446517
5.982515 6.661278 4.410000 0.648687 0.620644 0.440461
5.793900 6.834959 4.410000 0.585159 0.635472 0.503751
5.391318 7.135530 4.410000 0.522219 0.742100 0.420208
4.679281 7.636594 4.410000 0.448483 0.801686 0.395175
4.284572 7.857404 4.410000 0.448483 0.801686 0.395175
3.424855 8.267061 4.410000 0.302377 0.852184 0.427026
2.725530 8.515201 4.410000 0.233171 0.851640 0.469405
2.048009 8.700700 4.410000 0.161879 0.884358 0.437842
1.079619 8.877960 4.410000 0.078367 0.872474 0.482336
0.553056 8.925257 4.410000 0.000000 0.896494 0.443056
-0.553056 8.925257 4.410000 0.000000 0.896494 0.443056
