X Y Z U V W
-1.382311 -7.181276 -6.790000 -0.080531 -0.723272 -0.685852
-0.287713 -7.303151 -6.790000 0.000000 -0.762305 -0.647218
-0.465964 -7.472957 -6.590000 0.000000 -0.762305 -0.647218
0.465964 -7.472957 -6.590000 0.080531 -0.723272 -0.685852
1.187999 -7.392564 -6.590000 0.080531 -0.723272 -0.685852
1.951891 -7.231069 -6.590000 0.158952 -0.751866 -0.639868
2.692805 -6.978682 -6.590000 0.296210 -0.707576 -0.641557
3.285457 -6.730582 -6.590000 0.371743 -0.649101 -0.663683
4.072844 -6.279641 -6.590000 0.440461 -0.648687 -0.620644
4.460639 -6.016327 -6.590000 0.440461 -0.648687 -0.620644
5.227816 -5.355880 -6.590000 0.488895 -0.521887 -0.699011
5.535648 -5.067509 -6.590000 0.488895 -0.521887 -0.699011
5.718982 -4.843096 -6.590000 0.546564 -0.446517 -0.708443
6.364517 -3.933488 -6.590000 0.663683 -0.371743 -0.649101
6.827406 -3.107081 -6.590000 0.641557 -0.296210 -0.707576
6.923630 -2.898670 -6.590000 0.670528 -0.239219 -0.702258
7.022440 -2.621707 -6.590000 0.670528 -0.239219 -0.702258
7.277645 -1.754963 -6.590000 0.738104 -0.217328 -0.638727
7.384552 -1.252196 -6.590000 0.759246 -0.161444 -0.630461
7.477907 -0.407982 -6.590000 0.768912 0.000000 -0.639354
7.477907 0.407982 -6.590000 0.728345 0.080541 -0.680461
7.384552 1.252196 -6.590000 0.759246 0.161444 -0.630461
7.277645 1.754963 -6.590000 0.738104 0.217328 -0.638727
7.022440 2.621707 -6.590000 0.670528 0.239219 -0.702258
6.923630 2.898670 -6.590000 0.641557 0.296210 -0.707576
6.827406 3.107081 -6.590000 0.641557 0.296210 -0.707576
6.364517 3.933488 -6.590000 0.663683 0.371743 -0.649101
5.718982 4.843096 -6.590000 0.546564 0.446517 -0.708443
5.535648 5.067509 -6.590000 0.488895 0.521887 -0.699011
5.227816 5.355880 -6.590000 0.488895 0.521887 -0.699011
4.460639 6.016327 -6.590000 0.503751 0.585159 -0.635472
4.072844 6.279641 -6.590000 0.440461 0.648687 -0.620644
3.285457 6.730582 -6.590000 0.371743 0.649101 -0.663683
2.692805 6.978682 -6.590000 0.296210 0.707576 -0.641557
1.951891 7.231069 -6.590000 0.158952 0.751866 -0.639868
1.187999 7.392564 -6.590000 0.080531 0.723272 -0.685852
0.465964 7.472957 -6.590000 0.080531 0.723272 -0.685852
-0.465964 7.472957 -6.590000 0.000000 0.762305 -0.647218
-1.187999 7.392564 -6.590000 -0.158952 0.751866 -0.639868
-1.951891 7.231069 -6.590000 -0.158952 0.751866 -0.639868
-2.692805 6.978682 -6.590000 -0.296210 0.707576 -0.641557
-3.285457 6.730582 -6.590000 -0.296210 0.707576 -0.641557
-4.072844 6.279641 -6.590000 -0.371743 0.649101 -0.663683
-4.460639 6.016327 -6.590000 -0.440461 0.648687 -0.620644
-5.227816 5.355880 -6.590000 -0.488895 0.521887 -0.699011
-5.535648 5.067509 -6.590000 -0.546564 0.446517 -0.708443
-5.718982 4.843096 -6.590000 -0.546564 0.446517 -0.708443
-6.364517 3.933488 -6.590000 -0.620644 0.440461 -0.648687
-6.827406 3.107081 -6.590000 -0.641557 0.296210 -0.707576
-6.923630 2.898670 -6.590000 -0.670528 0.239219 -0.702258
-7.022440 2.621707 -6.590000 -0.670528 0.239219 -0.702258
-7.277645 1.754963 -6.590000 -0.759246 0.161444 -0.630461
-7.384552 1.252196 -6.590000 -0.728345 0.080541 -0.680461
-7.477907 0.407982 -6.590000 -0.728345 0.080541 -0.680461
-7.477907 -0.407982 -6.590000 -0.768912 0.000000 -0.639354
-7.384552 -1.252196 -6.590000 -0.759246 -0.161444 -0.630461
-7.277645 -1.754963 -6.590000 -0.759246 -0.161444 -0.630461
-7.022440 -2.621707 -6.590000 -0.670528 -0.239219 -0.702258
-6.923630 -2.898670 -6.590000 -0.641557 -0.296210 -0.707576
-6.827406 -3.107081 -6.590000 -0.641557 -0.296210 -0.707576
-6.364517 -3.933488 -6.590000 -0.663683 -0.371743 -0.649101
-5.718982 -4.843096 -6.590000 -0.546564 -0.446517 -0.708443
-5.535648 -5.067509 -6.590000 -0.546564 -0.446517 -0.708443
-5.227816 -5.355880 -6.590000 -0.488895 -0.521887 -0.699011
-4.460639 -6.016327 -6.590000 -0.440461 -0.648687 -0.620644
-4.072844 -6.279641 -6.590000 -0.371743 -0.649101 -0.663683
-3.285457 -6.730582 -6.590000 -0.371743 -0.649101 -0.663683
-2.692805 -6.978682 -6.590000 -0.296210 -0.707576 -0.641557
-1.951891 -7.231069 -6.590000 -0.158952 -0.751866 -0.639868
-1.187999 -7.392564 -6.590000 -0.080531 -0.723272 -0.685852
-0.465964 -7.472957 -6.590000 0.000000 -0.762305 -0.647218
-0.644215 -7.642763 -6.390000 0.000000 -0.762305 -0.647218
0.644215 -7.642763 -6.390000 0.080531 -0.723272 -0.685852
0.993687 -7.603852 -6.390000 0.080531 -0.723272 -0.685852
2.112494 -7.367324 -6.390000 0.239219 -0.702258 -0.670528
2.569396 -7.211684 -6.390000 0.239219 -0.702258 -0.670528
3.435729 -6.849014 -6.390000 0.371743 -0.649101 -0.663683
3.949237 -6.554925 -6.390000 0.440461 -0.648687 -0.620644
4.602728 -6.111202 -6.390000 0.440461 -0.648687 -0.620644
5.595709 -5.256365 -6.390000 0.503751 -0.585159 -0.635472
5.689375 -5.162699 -6.390000 0.635472 -0.503751 -0.585159
5.802284 -5.020266 -6.390000 0.620644 -0.440461 -0.648687
6.509822 -4.023291 -6.390000 0.663683 -0.371743 -0.649101
7.003180 -3.142486 -6.390000 0.663683 -0.371743 -0.649101
7.075087 -2.992176 -6.390000 0.759176 -0.293108 -0.581154
7.122878 -2.868393 -6.390000 0.738104 -0.217328 -0.638727
7.425534 -1.840495 -6.390000 0.738104 -0.217328 -0.638727
7.593915 -1.048620 -6.390000 0.728345 -0.080541 -0.680461
7.644208 -0.593822 -6.390000 0.728345 -0.080541 -0.680461
7.644208 0.593822 -6.390000 0.768912 0.000000 -0.639354
7.593915 1.048620 -6.390000 0.759246 0.161444 -0.630461
7.425534 1.840495 -6.390000 0.759246 0.161444 -0.630461
7.122878 2.868393 -6.390000 0.738104 0.217328 -0.638727
7.075087 2.992176 -6.390000 0.731257 0.349826 -0.585563
7.003180 3.142486 -6.390000 0.663683 0.371743 -0.649101
6.509822 4.023291 -6.390000 0.663683 0.371743 -0.649101
5.802284 5.020266 -6.390000 0.620644 0.440461 -0.648687
5.689375 5.162699 -6.390000 0.577350 0.577350 -0.577350
5.595709 5.256365 -6.390000 0.503751 0.585159 -0.635472
4.602728 6.111202 -6.390000 0.503751 0.585159 -0.635472
3.949237 6.554925 -6.390000 0.440461 0.648687 -0.620644
3.435729 6.849014 -6.390000 0.296210 0.707576 -0.641557
2.569396 7.211684 -6.390000 0.239219 0.702258 -0.670528
2.112494 7.367324 -6.390000 0.239219 0.702258 -0.670528
0.993687 7.603852 -6.390000 0.080531 0.723272 -0.685852
0.644215 7.642763 -6.390000 0.080531 0.723272 -0.685852
-0.644215 7.642763 -6.390000 -0.080531 0.723272 -0.685852
-0.993687 7.603852 -6.390000 -0.080531 0.723272 -0.685852
-2.112494 7.367324 -6.390000 -0.239219 0.702258 -0.670528
-2.569396 7.211684 -6.390000 -0.239219 0.702258 -0.670528
-3.435729 6.849014 -6.390000 -0.296210 0.707576 -0.641557
-3.949237 6.554925 -6.390000 -0.371743 0.649101 -0.663683
-4.602728 6.111202 -6.390000 -0.440461 0.648687 -0.620644
-5.595709 5.256365 -6.390000 -0.503751 0.585159 -0.635472
-5.689375 5.162699 -6.390000 -0.577350 0.577350 -0.577350
-5.802284 5.020266 -6.390000 -0.620644 0.440461 -0.648687
-6.509822 4.023291 -6.390000 -0.620644 0.440461 -0.648687
-7.003180 3.142486 -6.390000 -0.663683 0.371743 -0.649101
-7.075087 2.992176 -6.390000 -0.731257 0.349826 -0.585563
-7.122878 2.868393 -6.390000 -0.738104 0.217328 -0.638727
-7.425534 1.840495 -6.390000 -0.759246 0.161444 -0.630461
-7.593915 1.048620 -6.390000 -0.728345 0.080541 -0.680461
-7.644208 0.593822 -6.390000 -0.728345 0.080541 -0.680461
-7.644208 -0.593822 -6.390000 -0.728345 -0.080541 -0.680461
-7.593915 -1.048620 -6.390000 -0.728345 -0.080541 -0.680461
-7.425534 -1.840495 -6.390000 -0.759246 -0.161444 -0.630461
-7.122878 -2.868393 -6.390000 -0.738104 -0.217328 -0.638727
-7.075087 -2.992176 -6.390000 -0.731257 -0.349826 -0.585563
-7.003180 -3.142486 -6.390000 -0.663683 -0.371743 -0.649101
-6.509822 -4.023291 -6.390000 -0.663683 -0.371743 -0.649101
-5.802284 -5.020266 -6.390000 -0.620644 -0.440461 -0.648687
-5.689375 -5.162699 -6.390000 -0.635472 -0.503751 -0.585159
-5.595709 -5.256365 -6.390000 -0.503751 -0.585159 -0.635472
-4.602728 -6.111202 -6.390000 -0.503751 -0.585159 -0.635472
-3.949237 -6.554925 -6.390000 -0.371743 -0.649101 -0.663683
-3.435729 -6.849014 -6.390000 -0.296210 -0.707576 -0.641557
-2.569396 -7.211684 -6.390000 -0.296210 -0.707576 -0.641557
-2.112494 -7.367324 -6.390000 -0.239219 -0.702258 -0.670528
-0.993687 -7.603852 -6.390000 -0.080531 -0.723272 -0.685852
-0.644215 -7.642763 -6.390000 0.000000 -0.762305 -0.647218
-0.800776 -7.811284 -6.190000 -0.078417 -0.830386 -0.551642
0.800776 -7.811284 -6.190000 0.078417 -0.830386 -0.551642
0.820661 -7.809406 -6.190000 0.078417 -0.830386 -0.551642
0.955523 -7.782128 -6.190000 0.158952 -0.751866 -0.639868
2.273097 -7.503579 -6.190000 0.239219 -0.702258 -0.670528
2.445987 -7.444685 -6.190000 0.239219 -0.702258 -0.670528
3.586000 -6.967446 -6.190000 0.296210 -0.707576 -0.641557
3.825631 -6.830208 -6.190000 0.371743 -0.649101 -0.663683
4.744816 -6.206077 -6.190000 0.440461 -0.648687 -0.620644
5.472102 -5.579972 -6.190000 0.503751 -0.585159 -0.635472
5.812982 -5.239092 -6.190000 0.635472 -0.503751 -0.585159
6.223891 -4.720738 -6.190000 0.620644 -0.440461 -0.648687
6.655127 -4.113094 -6.190000 0.663683 -0.371743 -0.649101
6.955822 -3.576255 -6.190000 0.663683 -0.371743 -0.649101
7.198694 -3.068570 -6.190000 0.759176 -0.293108 -0.581154
7.360113 -2.650479 -6.190000 0.759176 -0.293108 -0.581154
7.573422 -1.926028 -6.190000 0.759246 -0.161444 -0.630461
7.803279 -0.845043 -6.190000 0.728345 -0.080541 -0.680461
7.810509 -0.779661 -6.190000 0.728345 -0.080541 -0.680461
7.810509 0.779661 -6.190000 0.768912 0.000000 -0.639354
7.803279 0.845043 -6.190000 0.759246 0.161444 -0.630461
7.573422 1.926028 -6.190000 0.738104 0.217328 -0.638727
7.360113 2.650479 -6.190000 0.759176 0.293108 -0.581154
7.198694 3.068570 -6.190000 0.731257 0.349826 -0.585563
6.955822 3.576255 -6.190000 0.663683 0.371743 -0.649101
6.655127 4.113094 -6.190000 0.663683 0.371743 -0.649101
6.223891 4.720738 -6.190000 0.620644 0.440461 -0.648687
5.812982 5.239092 -6.190000 0.577350 0.577350 -0.577350
5.472102 5.579972 -6.190000 0.577350 0.577350 -0.577350
4.744816 6.206077 -6.190000 0.503751 0.585159 -0.635472
3.825631 6.830208 -6.190000 0.371743 0.649101 -0.663683
3.586000 6.967446 -6.190000 0.296210 0.707576 -0.641557
2.445987 7.444685 -6.190000 0.239219 0.702258 -0.670528
2.273097 7.503579 -6.190000 0.239219 0.702258 -0.670528
0.955523 7.782128 -6.190000 0.160129 0.791679 -0.589579
0.820661 7.809406 -6.190000 0.160129 0.791679 -0.589579
0.800776 7.811284 -6.190000 0.078417 0.830386 -0.551642
-0.800776 7.811284 -6.190000 0.000000 0.801768 -0.597636
-0.820661 7.809406 -6.190000 -0.160129 0.791679 -0.589579
-0.955523 7.782128 -6.190000 -0.158952 0.751866 -0.639868
-2.273097 7.503579 -6.190000 -0.239219 0.702258 -0.670528
-2.445987 7.444685 -6.190000 -0.239219 0.702258 -0.670528
-3.586000 6.967446 -6.190000 -0.371743 0.649101 -0.663683
-3.825631 6.830208 -6.190000 -0.371743 0.649101 -0.663683
-4.744816 6.206077 -6.190000 -0.440461 0.648687 -0.620644
-5.472102 5.579972 -6.190000 -0.577350 0.577350 -0.577350
-5.812982 5.239092 -6.190000 -0.577350 0.577350 -0.577350
-6.223891 4.720738 -6.190000 -0.620644 0.440461 -0.648687
-6.655127 4.113094 -6.190000 -0.663683 0.371743 -0.649101
-6.955822 3.576255 -6.190000 -0.663683 0.371743 -0.649101
-7.198694 3.068570 -6.190000 -0.731257 0.349826 -0.585563
-7.360113 2.650479 -6.190000 -0.759176 0.293108 -0.581154
-7.573422 1.926028 -6.190000 -0.759246 0.161444 -0.630461
-7.803279 0.845043 -6.190000 -0.728345 0.080541 -0.680461
-7.810509 0.779661 -6.190000 -0.728345 0.080541 -0.680461
-7.810509 -0.779661 -6.190000 -0.768912 0.000000 -0.639354
-7.803279 -0.845043 -6.190000 -0.728345 -0.080541 -0.680461
-7.573422 -1.926028 -6.190000 -0.738104 -0.217328 -0.638727
-7.360113 -2.650479 -6.190000 -0.738104 -0.217328 -0.638727
-7.198694 -3.068570 -6.190000 -0.731257 -0.349826 -0.585563
-6.955822 -3.576255 -6.190000 -0.663683 -0.371743 -0.649101
-6.655127 -4.113094 -6.190000 -0.620644 -0.440461 -0.648687
-6.223891 -4.720738 -6.190000 -0.620644 -0.440461 -0.648687
-5.812982 -5.239092 -6.190000 -0.635472 -0.503751 -0.585159
-5.472102 -5.579972 -6.190000 -0.577350 -0.577350 -0.577350
-4.744816 -6.206077 -6.190000 -0.503751 -0.585159 -0.635472
-3.825631 -6.830208 -6.190000 -0.371743 -0.649101 -0.663683
-3.586000 -6.967446 -6.190000 -0.371743 -0.649101 -0.663683
-2.445987 -7.444685 -6.190000 -0.239219 -0.702258 -0.670528
-2.273097 -7.503579 -6.190000 -0.239219 -0.702258 -0.670528
-0.955523 -7.782128 -6.190000 -0.160129 -0.791679 -0.589579
-0.820661 -7.809406 -6.190000 -0.078417 -0.830386 -0.551642
-0.800776 -7.811284 -6.190000 -0.078417 -0.830386 -0.551642
-0.629062 -7.960363 -5.990000 -0.078417 -0.830386 -0.551642
0.629062 -7.960363 -5.990000 0.078417 -0.830386 -0.551642
0.969783 -7.928188 -5.990000 0.078417 -0.830386 -0.551642
2.298791 -7.659376 -5.990000 0.160129 -0.791679 -0.589579
2.423554 -7.623416 -5.990000 0.313422 -0.759999 -0.569358
3.702024 -7.096178 -5.990000 0.313422 -0.759999 -0.569358
3.732937 -7.080621 -5.990000 0.446517 -0.708443 -0.546564
3.812576 -7.030426 -5.990000 0.440461 -0.648687 -0.620644
4.886905 -6.300952 -5.990000 0.503751 -0.585159 -0.635472
5.348495 -5.903579 -5.990000 0.503751 -0.585159 -0.635472
5.936589 -5.315485 -5.990000 0.635472 -0.503751 -0.585159
6.645498 -4.421211 -5.990000 0.635472 -0.503751 -0.585159
6.800431 -4.202898 -5.990000 0.663683 -0.371743 -0.649101
6.908465 -4.010023 -5.990000 0.663683 -0.371743 -0.649101
7.322300 -3.144963 -5.990000 0.759176 -0.293108 -0.581154
7.597348 -2.432566 -5.990000 0.738104 -0.217328 -0.638727
7.721310 -2.011560 -5.990000 0.759246 -0.161444 -0.630461
7.871445 -1.305496 -5.990000 0.759246 -0.161444 -0.630461
7.941284 -0.874430 -5.990000 0.833679 -0.081178 -0.546250
7.962088 -0.660777 -5.990000 0.802672 0.000000 -0.596421
7.962088 0.660777 -5.990000 0.802672 0.000000 -0.596421
7.941284 0.874430 -5.990000 0.819634 0.132793 -0.557284
7.871445 1.305496 -5.990000 0.759246 0.161444 -0.630461
7.721310 2.011560 -5.990000 0.759246 0.161444 -0.630461
7.597348 2.432566 -5.990000 0.738104 0.217328 -0.638727
7.322300 3.144963 -5.990000 0.731257 0.349826 -0.585563
6.908465 4.010023 -5.990000 0.663683 0.371743 -0.649101
6.800431 4.202898 -5.990000 0.663683 0.371743 -0.649101
6.645498 4.421211 -5.990000 0.635472 0.503751 -0.585159
5.936589 5.315485 -5.990000 0.577350 0.577350 -0.577350
5.348495 5.903579 -5.990000 0.503751 0.585159 -0.635472
4.886905 6.300952 -5.990000 0.440461 0.648687 -0.620644
3.812576 7.030426 -5.990000 0.440461 0.648687 -0.620644
3.732937 7.080621 -5.990000 0.446517 0.708443 -0.546564
3.702024 7.096178 -5.990000 0.313422 0.759999 -0.569358
2.423554 7.623416 -5.990000 0.233320 0.809504 -0.538762
2.298791 7.659376 -5.990000 0.160129 0.791679 -0.589579
0.969783 7.928188 -5.990000 0.160129 0.791679 -0.589579
0.629062 7.960363 -5.990000 0.078417 0.830386 -0.551642
-0.629062 7.960363 -5.990000 0.000000 0.801768 -0.597636
-0.969783 7.928188 -5.990000 -0.160129 0.791679 -0.589579
-2.298791 7.659376 -5.990000 -0.160129 0.791679 -0.589579
-2.423554 7.623416 -5.990000 -0.313422 0.759999 -0.569358
-3.702024 7.096178 -5.990000 -0.313422 0.759999 -0.569358
-3.732937 7.080621 -5.990000 -0.446517 0.708443 -0.546564
-3.812576 7.030426 -5.990000 -0.440461 0.648687 -0.620644
-4.886905 6.300952 -5.990000 -0.440461 0.648687 -0.620644
-5.348495 5.903579 -5.990000 -0.503751 0.585159 -0.635472
-5.936589 5.315485 -5.990000 -0.577350 0.577350 -0.577350
-6.645498 4.421211 -5.990000 -0.620644 0.440461 -0.648687
-6.800431 4.202898 -5.990000 -0.663683 0.371743 -0.649101
-6.908465 4.010023 -5.990000 -0.663683 0.371743 -0.649101
-7.322300 3.144963 -5.990000 -0.731257 0.349826 -0.585563
-7.597348 2.432566 -5.990000 -0.759176 0.293108 -0.581154
-7.721310 2.011560 -5.990000 -0.759246 0.161444 -0.630461
-7.871445 1.305496 -5.990000 -0.759246 0.161444 -0.630461
-7.941284 0.874430 -5.990000 -0.833679 0.081178 -0.546250
-7.962088 0.660777 -5.990000 -0.802672 -0.000000 -0.596421
-7.962088 -0.660777 -5.990000 -0.802672 -0.000000 -0.596421
-7.941284 -0.874430 -5.990000 -0.819634 -0.132793 -0.557284
-7.871445 -1.305496 -5.990000 -0.759246 -0.161444 -0.630461
-7.721310 -2.011560 -5.990000 -0.738104 -0.217328 -0.638727
-7.597348 -2.432566 -5.990000 -0.738104 -0.217328 -0.638727
-7.322300 -3.144963 -5.990000 -0.731257 -0.349826 -0.585563
-6.908465 -4.010023 -5.990000 -0.663683 -0.371743 -0.649101
-6.800431 -4.202898 -5.990000 -0.620644 -0.440461 -0.648687
-6.645498 -4.421211 -5.990000 -0.635472 -0.503751 -0.585159
-5.936589 -5.315485 -5.990000 -0.635472 -0.503751 -0.585159
-5.348495 -5.903579 -5.990000 -0.503751 -0.585159 -0.635472
-4.886905 -6.300952 -5.990000 -0.440461 -0.648687 -0.620644
-3.812576 -7.030426 -5.990000 -0.446517 -0.708443 -0.546564
-3.732937 -7.080621 -5.990000 -0.446517 -0.708443 -0.546564
-3.702024 -7.096178 -5.990000 -0.313422 -0.759999 -0.569358
-2.423554 -7.623416 -5.990000 -0.313422 -0.759999 -0.569358
-2.298791 -7.659376 -5.990000 -0.160129 -0.791679 -0.589579
-0.969783 -7.928188 -5.990000 -0.078417 -0.830386 -0.551642
-0.629062 -7.960363 -5.990000 -0.078417 -0.830386 -0.551642
-0.457349 -8.109443 -5.790000 -0.078417 -0.830386 -0.551642
0.457349 -8.109443 -5.790000 0.000000 -0.801768 -0.597636
1.118905 -8.046969 -5.790000 0.160129 -0.791679 -0.589579
2.114584 -7.845579 -5.790000 0.160129 -0.791679 -0.589579
2.558224 -7.717710 -5.790000 0.313422 -0.759999 -0.569358
3.578417 -7.296984 -5.790000 0.313422 -0.759999 -0.569358
3.856544 -7.157014 -5.790000 0.446517 -0.708443 -0.546564
4.573058 -6.705409 -5.790000 0.440461 -0.648687 -0.620644
5.028994 -6.395827 -5.790000 0.503751 -0.585159 -0.635472
5.224888 -6.227186 -5.790000 0.503751 -0.585159 -0.635472
6.060196 -5.391878 -5.790000 0.577350 -0.577350 -0.577350
6.832779 -4.417281 -5.790000 0.699011 -0.488895 -0.521887
6.927705 -4.281557 -5.790000 0.699011 -0.488895 -0.521887
6.998690 -4.156197 -5.790000 0.731257 -0.349826 -0.585563
7.445907 -3.221356 -5.790000 0.759176 -0.293108 -0.581154
7.834584 -2.214652 -5.790000 0.738104 -0.217328 -0.638727
7.869198 -2.097092 -5.790000 0.759246 -0.161444 -0.630461
7.911121 -1.899934 -5.790000 0.759246 -0.161444 -0.630461
8.064890 -0.950823 -5.790000 0.833679 -0.081178 -0.546250
8.110697 -0.480406 -5.790000 0.802672 0.000000 -0.596421
8.110697 0.480406 -5.790000 0.833679 0.081178 -0.546250
8.064890 0.950823 -5.790000 0.819634 0.132793 -0.557284
7.911121 1.899934 -5.790000 0.759246 0.161444 -0.630461
7.869198 2.097092 -5.790000 0.759246 0.161444 -0.630461
7.834584 2.214652 -5.790000 0.738104 0.217328 -0.638727
7.445907 3.221356 -5.790000 0.731257 0.349826 -0.585563
6.998690 4.156197 -5.790000 0.731257 0.349826 -0.585563
6.927705 4.281557 -5.790000 0.742100 0.420208 -0.522219
6.832779 4.417281 -5.790000 0.699011 0.488895 -0.521887
6.060196 5.391878 -5.790000 0.635472 0.503751 -0.585159
5.224888 6.227186 -5.790000 0.503751 0.585159 -0.635472
5.028994 6.395827 -5.790000 0.440461 0.648687 -0.620644
4.573058 6.705409 -5.790000 0.440461 0.648687 -0.620644
3.856544 7.157014 -5.790000 0.446517 0.708443 -0.546564
3.578417 7.296984 -5.790000 0.313422 0.759999 -0.569358
2.558224 7.717710 -5.790000 0.233320 0.809504 -0.538762
2.114584 7.845579 -5.790000 0.160129 0.791679 -0.589579
1.118905 8.046969 -5.790000 0.160129 0.791679 -0.589579
0.457349 8.109443 -5.790000 0.000000 0.801768 -0.597636
-0.457349 8.109443 -5.790000 0.000000 0.801768 -0.597636
-1.118905 8.046969 -5.790000 -0.160129 0.791679 -0.589579
-2.114584 7.845579 -5.790000 -0.160129 0.791679 -0.589579
-2.558224 7.717710 -5.790000 -0.313422 0.759999 -0.569358
-3.578417 7.296984 -5.790000 -0.313422 0.759999 -0.569358
-3.856544 7.157014 -5.790000 -0.446517 0.708443 -0.546564
-4.573058 6.705409 -5.790000 -0.440461 0.648687 -0.620644
-5.028994 6.395827 -5.790000 -0.440461 0.648687 -0.620644
-5.224888 6.227186 -5.790000 -0.577350 0.577350 -0.577350
-6.060196 5.391878 -5.790000 -0.577350 0.577350 -0.577350
-6.832779 4.417281 -5.790000 -0.635472 0.503751 -0.585159
-6.927705 4.281557 -5.790000 -0.742100 0.420208 -0.522219
-6.998690 4.156197 -5.790000 -0.731257 0.349826 -0.585563
-7.445907 3.221356 -5.790000 -0.731257 0.349826 -0.585563
-7.834584 2.214652 -5.790000 -0.759176 0.293108 -0.581154
-7.869198 2.097092 -5.790000 -0.759246 0.161444 -0.630461
-7.911121 1.899934 -5.790000 -0.759246 0.161444 -0.630461
-8.064890 0.950823 -5.790000 -0.833679 0.081178 -0.546250
-8.110697 0.480406 -5.790000 -0.802672 -0.000000 -0.596421
-8.110697 -0.480406 -5.790000 -0.833679 -0.081178 -0.546250
-8.064890 -0.950823 -5.790000 -0.819634 -0.132793 -0.557284
-7.911121 -1.899934 -5.790000 -0.759246 -0.161444 -0.630461
-7.869198 -2.097092 -5.790000 -0.738104 -0.217328 -0.638727
-7.834584 -2.214652 -5.790000 -0.738104 -0.217328 -0.638727
-7.445907 -3.221356 -5.790000 -0.731257 -0.349826 -0.585563
-6.998690 -4.156197 -5.790000 -0.731257 -0.349826 -0.585563
-6.927705 -4.281557 -5.790000 -0.699011 -0.488895 -0.521887
-6.832779 -4.417281 -5.790000 -0.635472 -0.503751 -0.585159
-6.060196 -5.391878 -5.790000 -0.635472 -0.503751 -0.585159
-5.224888 -6.227186 -5.790000 -0.577350 -0.577350 -0.577350
-5.028994 -6.395827 -5.790000 -0.440461 -0.648687 -0.620644
-4.573058 -6.705409 -5.790000 -0.446517 -0.708443 -0.546564
-3.856544 -7.157014 -5.790000 -0.446517 -0.708443 -0.546564
-3.578417 -7.296984 -5.790000 -0.313422 -0.759999 -0.569358
-2.558224 -7.717710 -5.790000 -0.313422 -0.759999 -0.569358
-2.114584 -7.845579 -5.790000 -0.160129 -0.791679 -0.589579
-1.118905 -8.046969 -5.790000 -0.078417 -0.830386 -0.551642
-0.457349 -8.109443 -5.790000 -0.078417 -0.830386 -0.551642
-0.285636 -8.258522 -5.590000 -0.078417 -0.830386 -0.551642
0.285636 -8.258522 -5.590000 0.078417 -0.830386 -0.551642
1.268028 -8.165751 -5.590000 0.160129 -0.791679 -0.589579
1.930377 -8.031781 -5.590000 0.160129 -0.791679 -0.589579
2.692894 -7.812004 -5.590000 0.313422 -0.759999 -0.569358
3.454810 -7.497791 -5.590000 0.382234 -0.759514 -0.526342
3.980151 -7.233407 -5.590000 0.446517 -0.708443 -0.546564
5.101193 -6.526837 -5.590000 0.521887 -0.699011 -0.488895
5.161896 -6.481516 -5.590000 0.521887 -0.699011 -0.488895
5.271311 -6.380763 -5.590000 0.577350 -0.577350 -0.577350
6.183802 -5.468272 -5.590000 0.635472 -0.503751 -0.585159
6.720930 -4.790696 -5.590000 0.699011 -0.488895 -0.521887
7.031961 -4.345991 -5.590000 0.699011 -0.488895 -0.521887
7.264545 -3.935241 -5.590000 0.731257 -0.349826 -0.585563
7.569514 -3.297749 -5.590000 0.731257 -0.349826 -0.585563
7.906052 -2.426087 -5.590000 0.759176 -0.293108 -0.581154
7.988944 -2.172032 -5.590000 0.818634 -0.267099 -0.508425
8.028503 -2.014751 -5.590000 0.819634 -0.132793 -0.557284
8.188497 -1.027216 -5.590000 0.833679 -0.081178 -0.546250
8.259306 -0.300036 -5.590000 0.802672 0.000000 -0.596421
8.259306 0.300036 -5.590000 0.802672 0.000000 -0.596421
8.188497 1.027216 -5.590000 0.833679 0.081178 -0.546250
8.028503 2.014751 -5.590000 0.819634 0.132793 -0.557284
7.988944 2.172032 -5.590000 0.839788 0.211221 -0.500142
7.906052 2.426087 -5.590000 0.759176 0.293108 -0.581154
7.569514 3.297749 -5.590000 0.759176 0.293108 -0.581154
7.264545 3.935241 -5.590000 0.731257 0.349826 -0.585563
7.031961 4.345991 -5.590000 0.742100 0.420208 -0.522219
6.720930 4.790696 -5.590000 0.699011 0.488895 -0.521887
6.183802 5.468272 -5.590000 0.577350 0.577350 -0.577350
5.271311 6.380763 -5.590000 0.577350 0.577350 -0.577350
5.161896 6.481516 -5.590000 0.585159 0.635472 -0.503751
5.101193 6.526837 -5.590000 0.446517 0.708443 -0.546564
3.980151 7.233407 -5.590000 0.446517 0.708443 -0.546564
3.454810 7.497791 -5.590000 0.382234 0.759514 -0.526342
2.692894 7.812004 -5.590000 0.233320 0.809504 -0.538762
1.930377 8.031781 -5.590000 0.233320 0.809504 -0.538762
1.268028 8.165751 -5.590000 0.160129 0.791679 -0.589579
0.285636 8.258522 -5.590000 0.000000 0.801768 -0.597636
-0.285636 8.258522 -5.590000 -0.078417 0.830386 -0.551642
-1.268028 8.165751 -5.590000 -0.160129 0.791679 -0.589579
-1.930377 8.031781 -5.590000 -0.233320 0.809504 -0.538762
-2.692894 7.812004 -5.590000 -0.313422 0.759999 -0.569358
-3.454810 7.497791 -5.590000 -0.382234 0.759514 -0.526342
-3.980151 7.233407 -5.590000 -0.446517 0.708443 -0.546564
