time,temperature,duty_cycle,isOn
3.337860107421875e-06,82.0265885816616,100,True
0.5012621879577637,104.09269420078887,0,True
1.0022127628326416,104.23090068432488,100,True
1.5031373500823975,105.24546987538459,100,True
2.0042686462402344,105.02729462217805,100,True
2.5055034160614014,104.8638150141144,100,True
3.006723642349243,105.1115619454035,100,True
3.508049964904785,104.92324725380242,100,True
4.00926947593689,105.00747203763792,100,True
4.5104920864105225,105.31990151631364,100,True
5.011778116226196,105.70242377977554,100,True
5.513203859329224,105.39932575184567,100,True
6.014385938644409,106.00599684294447,100,True
6.515571594238281,105.00251668924427,100,True
7.016494035720825,106.2801292110213,100,True
7.517427682876587,105.6576748639131,100,True
8.018345355987549,106.40486910269472,100,True
8.519266843795776,106.85964989817195,100,True
9.020263433456421,106.82962860825877,100,True
9.521359205245972,107.03487657067059,100,True
10.022279500961304,107.02986765176514,100,True
10.523204326629639,107.68226115931414,100,True
11.024129152297974,106.56466075536271,100,True
11.52515721321106,106.76459997855183,100,True
12.02628493309021,107.16515934850436,100,True
12.52721357345581,107.95400603573138,100,True
13.028151512145996,108.0144552941771,100,True
13.529080390930176,108.56964142161691,100,True
14.030000686645508,108.03964915191047,100,True
14.530917406082153,108.97972589172817,100,True
15.031855583190918,109.19787503405884,100,True
15.532774686813354,109.8899604311405,100,True
16.033698320388794,110.1350196229862,100,True
16.534643411636353,109.65550507494665,100,True
17.035934686660767,110.29862880923743,100,True
17.53715753555298,110.7854820674303,100,True
18.038422107696533,110.16568184338531,100,True
18.539703607559204,111.26893284069548,100,True
19.040931224822998,110.47267373105736,100,True
19.542157411575317,110.46242975314944,100,True
20.043381929397583,112.33988633785778,100,True
20.54462242126465,111.25862841142641,100,True
21.045856952667236,112.41784284519748,100,True
21.547095775604248,112.48544458600135,100,True
22.048352479934692,113.27340281768973,100,True
22.549599647521973,113.84016420708976,100,True
23.050852060317993,113.76128398601954,100,True
23.552143812179565,113.19489945965752,100,True
24.053410053253174,114.56840226868026,100,True
24.554653644561768,114.41498131929207,100,True
25.05597186088562,114.55252148639279,100,True
25.557254552841187,114.88649003875993,100,True
26.0585298538208,115.6269236742436,100,True
26.5598464012146,116.34017809226414,100,True
27.061084985733032,117.60159548053396,100,True
27.562318563461304,117.57436162986518,100,True
28.06350088119507,118.05476768134083,100,True
28.56478524208069,118.01646827409327,100,True
29.06602382659912,119.79970469037887,100,True
29.567285776138306,119.38820387061556,100,True
30.068530559539795,119.93913637770562,100,True
30.569780111312866,120.7238828213731,100,True
31.07102131843567,121.80563819865485,100,True
31.57226037979126,121.51549996517555,100,True
32.07351326942444,122.49214542213544,100,True
32.574747800827026,122.80863049308563,100,True
33.07602310180664,124.4326508942088,100,True
33.57726073265076,125.35489265927937,100,True
34.07850122451782,124.32103922832165,100,True
34.579787254333496,125.93373813674613,100,True
35.0809850692749,126.17367772784122,100,True
35.5822012424469,126.42640745999763,100,True
36.08311867713928,127.08616267968354,100,True
36.58408164978027,128.15127328080058,100,True
37.085174798965454,129.5074495222508,100,True
37.58611345291138,129.7716272340607,100,True
38.08703351020813,130.85088677240213,100,True
38.58801555633545,131.77155669251277,100,True
39.088998794555664,132.40955161044707,100,True
39.589980125427246,133.09309393007425,100,True
40.09097385406494,134.85289985179895,100,True
40.592034101486206,135.26092407731778,100,True
41.09326982498169,137.2625216552333,100,True
41.5946900844574,136.1329748467292,100,True
42.09614825248718,136.38229387182668,100,True
42.59752416610718,138.20489830789955,100,True
43.09892416000366,138.28346586378848,100,True
43.60018849372864,139.2412211198927,100,True
44.10154366493225,139.94906034573336,100,True
44.60297393798828,141.411984229219,100,True
45.10433793067932,143.89712552058927,100,True
45.6057767868042,144.37675005756722,100,True
46.107218503952026,146.1640669406451,100,True
46.60854172706604,148.4719383565864,100,True
47.10986280441284,148.2943327874388,100,True
47.6112596988678,147.79827382368012,100,True
48.11266303062439,149.74825292782015,100,True
48.613868713378906,149.90440134940275,100,True
49.11529326438904,151.1427746677303,100,True
49.61668586730957,153.0212068150738,100,True
50.1181378364563,151.8487671090951,100,True
50.619415283203125,153.96618676663195,100,True
51.12059426307678,155.16598843318548,100,True
51.62200927734375,158.07979484305338,100,True
52.1234347820282,158.03948692479258,100,True
52.624823570251465,160.51346368593835,100,True
53.12608504295349,160.18736775747647,100,True
53.62752342224121,160.89469090996732,100,True
54.12890553474426,162.56826146805855,100,True
54.63029146194458,163.24177219589882,100,True
